SampleID,PlayerStd,SeasonEndYear,TeamAtSeasonStart,InitMarketValue,FinalMarketValue,AgeAtSeasonStart,InjuryDays,GamesMissed,InjuryCount,TeamStartElo,SeqLen,MinutesTotal,League,Split
Rasmus Kristensen_2023,Rasmus Kristensen,2023,Leeds United,15000000.0,13000000.0,25.0,4,1,1,1703.28,24,1849,Premier League,train
Rasmus Kristensen_2024,Rasmus Kristensen,2024,Roma,10000000.0,10000000.0,26.0,35,8,1,1789.66,29,1744,Serie A,val
Rasmus Kristensen_2025,Rasmus Kristensen,2025,Eint Frankfurt,10000000.0,14000000.0,27.0,33,6,2,1696.99,28,2333,Bundesliga,test
Rasmus Nicolaisen_2023,Rasmus Nicolaisen,2023,Toulouse,4000000.0,6000000.0,25.0,0,0,0,1560.32,34,2995,Ligue 1,train
Rasmus Nicolaisen_2024,Rasmus Nicolaisen,2024,Toulouse,6000000.0,6000000.0,26.0,0,0,0,1568.76,33,2925,Ligue 1,val
Rasmus Nicolaisen_2025,Rasmus Nicolaisen,2025,Toulouse,5000000.0,4500000.0,27.0,295,30,1,1647.35,7,623,Ligue 1,test
Rassoul Ndiaye_2024,Rassoul Ndiaye,2024,Le Havre,3500000.0,2500000.0,22.0,0,0,0,1477.06,19,526,Ligue 1,val
Rassoul Ndiaye_2025,Rassoul Ndiaye,2025,Le Havre,2500000.0,2000000.0,22.0,0,0,0,1545.37,25,1032,Ligue 1,test
Rayan Ait Nouri_2021,Rayan Ait Nouri,2021,Angers,20000000.0,18000000.0,19.0,55,10,3,1588.96,46,3180,Ligue 1,train
Rayan Ait Nouri_2022,Rayan Ait Nouri,2022,Wolves,15000000.0,20000000.0,20.0,29,7,2,1732.68,22,1823,Premier League,train
Rayan Ait Nouri_2023,Rayan Ait Nouri,2023,Wolves,22000000.0,22000000.0,21.0,6,1,1,1725.12,20,1054,Premier League,train
Rayan Ait Nouri_2024,Rayan Ait Nouri,2024,Wolves,25000000.0,35000000.0,22.0,0,0,0,1719.06,29,2020,Premier League,val
Rayan Ait Nouri_2025,Rayan Ait Nouri,2025,Wolves,35000000.0,35000000.0,23.0,0,0,0,1677.86,35,2934,Premier League,test
Rayan Cherki_2021,Rayan Cherki,2021,Lyon,25000000.0,27000000.0,17.0,0,0,0,1709.56,24,580,Ligue 1,train
Rayan Cherki_2022,Rayan Cherki,2022,Lyon,23000000.0,18000000.0,18.0,90,21,1,1740.17,15,429,Ligue 1,train
Rayan Cherki_2023,Rayan Cherki,2023,Lyon,18000000.0,30000000.0,19.0,0,0,0,1736.4,34,1872,Ligue 1,train
Rayan Cherki_2024,Rayan Cherki,2024,Lyon,25000000.0,25000000.0,20.0,2,1,1,1696.16,33,1719,Ligue 1,val
Rayan Cherki_2025,Rayan Cherki,2025,Lyon,20000000.0,45000000.0,21.0,0,0,0,1695.72,28,1875,Ligue 1,test
Rayan Fofana_2025,Rayan Fofana,2025,Lens,50000.0,50000.0,19.0,113,9,1,1672.38,2,25,Ligue 1,test
Rayan Philippe_2021,Rayan Philippe,2021,Dijon,250000.0,700000.0,19.0,0,0,0,1527.31,4,93,Ligue 1,train
Rayan Raveloson_2023,Rayan Raveloson,2023,Auxerre,1500000.0,1800000.0,25.0,0,0,0,1511.24,34,2431,Ligue 1,train
Rayan Raveloson_2025,Rayan Raveloson,2025,Auxerre,2000000.0,2000000.0,27.0,0,0,0,1561.9,12,716,Ligue 1,test
Raul Albiol_2021,Raul Albiol,2021,Villarreal,2500000.0,2500000.0,35.0,0,0,0,1773.21,35,3115,La Liga,train
Raul Albiol_2022,Raul Albiol,2022,Villarreal,2500000.0,3000000.0,36.0,0,0,0,1823.54,28,2465,La Liga,train
Raul Albiol_2023,Raul Albiol,2023,Villarreal,3000000.0,2500000.0,37.0,0,0,0,1840.42,25,2119,La Liga,train
Raul Albiol_2024,Raul Albiol,2024,Villarreal,2500000.0,1500000.0,38.0,36,6,1,1760.69,26,2031,La Liga,val
Raul Albiol_2025,Raul Albiol,2025,Villarreal,1300000.0,1000000.0,39.0,0,0,0,1742.1,15,1188,La Liga,test
Raul Chasco_2025,Raul Chasco,2025,Valladolid,150000.0,150000.0,21.0,0,0,0,1593.14,2,130,La Liga,test
Raul Guti_2021,Raul Guti,2021,Elche,5000000.0,5000000.0,23.0,0,0,0,1562.23,36,2862,La Liga,train
Raul Guti_2022,Raul Guti,2022,Elche,4000000.0,4000000.0,25.0,0,0,0,1594.8,31,1627,La Liga,train
Raul Guti_2023,Raul Guti,2023,Elche,3000000.0,2500000.0,25.0,0,0,0,1631.02,28,1117,La Liga,train
Raul Jimenez_2021,Raul Jimenez,2021,Wolves,40000000.0,28000000.0,29.0,229,41,2,1778.45,9,733,Premier League,train
Raul Jimenez_2022,Raul Jimenez,2022,Wolves,22000000.0,18000000.0,30.0,0,0,0,1738.54,33,2541,Premier League,train
Raul Jimenez_2023,Raul Jimenez,2023,Wolves,15000000.0,6000000.0,31.0,72,12,2,1714.36,13,666,Premier League,train
Raul Jimenez_2024,Raul Jimenez,2024,Fulham,6000000.0,5000000.0,32.0,44,6,1,1736.65,20,1218,Premier League,val
Raul Jimenez_2025,Raul Jimenez,2025,Fulham,5000000.0,5000000.0,33.0,0,0,0,1716.28,36,2349,Premier League,test
Raul Moro_2021,Raul Moro,2021,Lazio,800000.0,800000.0,18.0,0,0,0,1759.85,1,11,Serie A,train
Raul Moro_2022,Raul Moro,2022,Lazio,3000000.0,2800000.0,18.0,0,0,0,1732.32,11,201,Serie A,train
Raul Moro_2025,Raul Moro,2025,Valladolid,4000000.0,7500000.0,21.0,32,4,1,1593.78,33,2341,La Liga,test
Raul Navas_2021,Raul Navas,2021,Osasuna,700000.0,300000.0,32.0,0,0,0,1706.33,2,168,La Liga,train
Raul Parra_2022,Raul Parra,2022,Cádiz,150000.0,300000.0,22.0,0,0,0,1565.57,2,88,La Liga,train
Raul Parra_2023,Raul Parra,2023,Cádiz,300000.0,300000.0,23.0,17,2,1,1597.9,6,310,La Liga,train
Raul Torrente_2022,Raul Torrente,2022,Granada,900000.0,3000000.0,20.0,267,30,1,1654.73,18,1282,La Liga,train
Raul Torrente_2024,Raul Torrente,2024,Granada,1500000.0,3000000.0,22.0,0,0,0,1603.54,17,1250,La Liga,val
Raul De Tomas_2022,Raul De Tomas,2022,Espanyol,12000000.0,25000000.0,26.0,0,0,0,1648.6,34,2914,La Liga,train
Raul De Tomas_2023,Raul De Tomas,2023,Rayo Vallecano,12000000.0,8000000.0,27.0,0,0,0,1637.63,19,805,La Liga,train
Raul De Tomas_2024,Raul De Tomas,2024,Rayo Vallecano,6000000.0,2000000.0,28.0,0,0,0,1637.25,25,1272,La Liga,val
Raul De Tomas_2025,Raul De Tomas,2025,Rayo Vallecano,1000000.0,700000.0,29.0,0,0,0,1676.58,2,22,La Liga,test
Recio_2021,Recio,2021,Eibar,2000000.0,1200000.0,29.0,0,0,0,1686.39,17,734,La Liga,train
Reda Belahyane_2023,Reda Belahyane,2023,Nice,150000.0,300000.0,18.0,0,0,0,1703.64,4,182,Ligue 1,train
Reda Belahyane_2024,Reda Belahyane,2024,Nice,200000.0,500000.0,19.0,6,1,1,1723.09,6,234,Ligue 1,val
Reda Belahyane_2025,Reda Belahyane,2025,Hellas Verona,5000000.0,10000000.0,20.0,0,0,0,1639.84,56,3712,Serie A,test
Reda Khadra_2021,Reda Khadra,2021,Brighton,150000.0,150000.0,19.0,0,0,0,1658.85,1,5,Premier League,train
Reda Khadra_2024,Reda Khadra,2024,Reims,1800000.0,3000000.0,22.0,0,0,0,1596.64,29,1368,Ligue 1,val
Reda Khadra_2025,Reda Khadra,2025,Reims,2500000.0,2000000.0,23.0,337,39,1,1636.88,4,78,Ligue 1,test
Redwan Bourles_2022,Redwan Bourles,2022,Lorient,250000.0,300000.0,18.0,0,0,0,1521.05,4,16,Ligue 1,train
Reece James_2021,Reece James,2021,Chelsea,30000000.0,40000000.0,20.0,0,0,0,1818.56,30,2270,Premier League,train
Reece James_2022,Reece James,2022,Chelsea,45000000.0,60000000.0,21.0,88,20,4,1923.2,25,1774,Premier League,train
Reece James_2023,Reece James,2023,Chelsea,70000000.0,65000000.0,22.0,152,25,6,1899.04,16,1244,Premier League,train
Reece James_2024,Reece James,2024,Chelsea,55000000.0,40000000.0,23.0,207,38,2,1788.12,9,347,Premier League,val
Reece James_2025,Reece James,2025,Chelsea,35000000.0,30000000.0,24.0,111,22,3,1848.47,17,928,Premier League,test
Reece Oxford_2021,Reece Oxford,2021,Augsburg,2000000.0,3000000.0,21.0,0,0,0,1610.94,20,1043,Bundesliga,train
Reece Oxford_2022,Reece Oxford,2022,Augsburg,5000000.0,12000000.0,22.0,61,4,2,1582.18,26,2333,Bundesliga,train
Reece Oxford_2023,Reece Oxford,2023,Augsburg,12000000.0,5500000.0,23.0,288,32,4,1623.38,3,94,Bundesliga,train
Reinier_2021,Reinier,2021,Dortmund,18000000.0,16000000.0,19.0,24,7,2,1840.03,11,212,Bundesliga,train
Reinier_2022,Reinier,2022,Dortmund,10000000.0,8000000.0,19.0,0,0,0,1856.39,11,143,Bundesliga,train
Reinier_2023,Reinier,2023,Girona,4000000.0,2000000.0,20.0,106,15,3,1605.23,19,647,La Liga,train
Reinier_2024,Reinier,2024,Frosinone,4000000.0,3500000.0,21.0,23,5,1,1619.89,22,1059,Serie A,val
Reinildo Mandava_2021,Reinildo Mandava,2021,Lille,3000000.0,9000000.0,26.0,0,0,0,1670.86,25,1953,Ligue 1,train
Reinildo Mandava_2022,Reinildo Mandava,2022,Lille,7000000.0,22000000.0,27.0,3,1,1,1753.3,68,5464,Ligue 1,train
Reinildo Mandava_2023,Reinildo Mandava,2023,Atlético Madrid,25000000.0,25000000.0,28.0,274,33,1,1868.53,22,1857,La Liga,train
Reinildo Mandava_2024,Reinildo Mandava,2024,Atlético Madrid,20000000.0,9000000.0,29.0,0,0,0,1887.37,16,731,La Liga,val
Reinildo Mandava_2025,Reinildo Mandava,2025,Atlético Madrid,8000000.0,5000000.0,30.0,0,0,0,1828.52,19,941,La Liga,test
Reiss Nelson_2021,Reiss Nelson,2021,Arsenal,12500000.0,9000000.0,20.0,66,16,2,1817.16,2,71,Premier League,train
Reiss Nelson_2022,Reiss Nelson,2022,Arsenal,7000000.0,6500000.0,22.0,70,12,4,1866.67,1,20,Premier League,train
Reiss Nelson_2023,Reiss Nelson,2023,Arsenal,7000000.0,12000000.0,22.0,110,17,2,1907.52,10,208,Premier League,train
Reiss Nelson_2024,Reiss Nelson,2024,Arsenal,15000000.0,15000000.0,24.0,0,0,0,1921.01,13,179,Premier League,val
Reiss Nelson_2025,Reiss Nelson,2025,Arsenal,18000000.0,16000000.0,25.0,178,28,1,1946.9,22,946,Premier League,test
Rekeem Harper_2021,Rekeem Harper,2021,West Brom,2300000.0,2500000.0,20.0,0,0,0,1593.79,2,32,Premier League,train
Remi Oudin_2021,Remi Oudin,2021,Bordeaux,7000000.0,7000000.0,23.0,0,0,0,1595.58,34,2214,Ligue 1,train
Remi Oudin_2022,Remi Oudin,2022,Bordeaux,6000000.0,5000000.0,25.0,0,0,0,1536.05,31,1694,Ligue 1,train
Remi Oudin_2023,Remi Oudin,2023,Lecce,4000000.0,4000000.0,25.0,0,0,0,1530.36,31,1321,Serie A,train
Remi Oudin_2024,Remi Oudin,2024,Lecce,3500000.0,3500000.0,27.0,0,0,0,1607.71,31,1819,Serie A,val
Remi Oudin_2025,Remi Oudin,2025,Lecce,2500000.0,1500000.0,28.0,4,0,2,1618.49,11,299,Serie A,test
Remo Freuler_2021,Remo Freuler,2021,Atalanta,23000000.0,25000000.0,28.0,0,0,0,1825.87,34,2712,Serie A,train
Remo Freuler_2022,Remo Freuler,2022,Atalanta,24000000.0,20000000.0,29.0,13,4,1,1836.63,29,2369,Serie A,train
Remo Freuler_2023,Remo Freuler,2023,Nott'ham Forest,13000000.0,8000000.0,30.0,0,0,0,1618.16,27,2128,Premier League,train
Remo Freuler_2024,Remo Freuler,2024,Bologna,6500000.0,6500000.0,31.0,0,0,0,1701.39,32,2624,Serie A,val
Remo Freuler_2025,Remo Freuler,2025,Bologna,6500000.0,5000000.0,32.0,8,2,1,1795.25,37,3204,Serie A,test
Renan Lodi_2021,Renan Lodi,2021,Atlético Madrid,50000000.0,25000000.0,22.0,12,3,3,1890.39,23,1129,La Liga,train
Renan Lodi_2022,Renan Lodi,2022,Atlético Madrid,20000000.0,30000000.0,23.0,3,1,1,1895.43,29,1181,La Liga,train
Renan Lodi_2023,Renan Lodi,2023,Nott'ham Forest,25000000.0,20000000.0,24.0,0,0,0,1618.16,27,2124,Premier League,train
Renan Lodi_2024,Renan Lodi,2024,Marseille,20000000.0,18000000.0,25.0,4,1,1,1708.23,14,1235,Ligue 1,val
Renato Sanches_2021,Renato Sanches,2021,Lille,20000000.0,30000000.0,22.0,0,0,0,1670.86,20,1189,Ligue 1,train
Renato Sanches_2022,Renato Sanches,2022,Lille,30000000.0,28000000.0,24.0,0,0,0,1753.3,24,1627,Ligue 1,train
Renato Sanches_2023,Renato Sanches,2023,Paris S-G,25000000.0,15000000.0,25.0,96,16,4,1859.43,23,717,Ligue 1,train
Renato Sanches_2024,Renato Sanches,2024,Roma,14000000.0,6500000.0,26.0,146,25,7,1789.66,7,146,Serie A,val
Renato Steffen_2021,Renato Steffen,2021,Wolfsburg,4500000.0,4500000.0,28.0,135,23,2,1713.19,18,1321,Bundesliga,train
Renato Steffen_2022,Renato Steffen,2022,Wolfsburg,4000000.0,2000000.0,30.0,0,0,0,1769.32,18,890,Bundesliga,train
Renato Tapia_2021,Renato Tapia,2021,Celta Vigo,2400000.0,20000000.0,25.0,0,0,0,1670.69,32,2701,La Liga,train
Renato Tapia_2022,Renato Tapia,2022,Celta Vigo,18000000.0,10000000.0,26.0,37,4,3,1721.61,29,1412,La Liga,train
Renato Tapia_2023,Renato Tapia,2023,Celta Vigo,9000000.0,6000000.0,27.0,0,0,0,1708.34,28,1451,La Liga,train
Renato Tapia_2024,Renato Tapia,2024,Celta Vigo,5000000.0,5000000.0,28.0,90,14,2,1645.57,21,1337,La Liga,val
Renato Tapia_2025,Renato Tapia,2025,Leganés,5000000.0,2000000.0,29.0,25,4,2,1566.74,34,2424,La Liga,test
Renato Veiga_2023,Renato Veiga,2023,Augsburg,1000000.0,1000000.0,19.0,0,0,0,1619.36,13,639,Bundesliga,train
Renato Veiga_2025,Renato Veiga,2025,Chelsea,8000000.0,25000000.0,21.0,17,4,1,1810.12,40,2548,Premier League,test
Renaud Emond_2021,Renaud Emond,2021,Nantes,3500000.0,2000000.0,28.0,0,0,0,1594.84,19,327,Ligue 1,train
Renaud Emond_2022,Renaud Emond,2022,Nantes,1500000.0,1200000.0,30.0,14,3,1,1558.55,5,176,Ligue 1,train
Renaud Ripart_2022,Renaud Ripart,2022,Troyes,5000000.0,4000000.0,28.0,52,7,1,1503.44,27,1803,Ligue 1,train
Renaud Ripart_2023,Renaud Ripart,2023,Troyes,3000000.0,2500000.0,29.0,275,29,1,1547.06,26,1320,Ligue 1,train
Rey Manaj_2022,Rey Manaj,2022,Spezia,1000000.0,1500000.0,24.0,10,1,1,1536.22,30,1768,Serie A,train
Rhian Brewster_2021,Rhian Brewster,2021,Sheffield Utd,15000000.0,12000000.0,20.0,7,1,1,1662.18,25,1064,Premier League,train
Rhian Brewster_2024,Rhian Brewster,2024,Sheffield Utd,3000000.0,3000000.0,23.0,108,17,2,1630.78,11,331,Premier League,val
Rhys Healey_2023,Rhys Healey,2023,Toulouse,3000000.0,2500000.0,27.0,252,35,1,1560.32,4,64,Ligue 1,train
Rhys Norrington Davies_2024,Rhys Norrington Davies,2024,Sheffield Utd,2500000.0,2500000.0,24.0,0,0,0,1587.78,4,106,Premier League,val
Rhys Williams_2021,Rhys Williams,2021,Liverpool,5000000.0,5000000.0,19.0,10,1,1,1972.5,9,661,Premier League,train
Riad Nouri_2023,Riad Nouri,2023,Ajaccio,250000.0,200000.0,37.0,3,1,1,1498.0,33,1693,Ligue 1,train
Ricard Sanchez_2021,Ricard Sanchez,2021,Atlético Madrid,250000.0,1500000.0,20.0,0,0,0,1931.12,1,30,La Liga,train
Ricard Sanchez_2024,Ricard Sanchez,2024,Granada,2500000.0,2500000.0,23.0,0,0,0,1620.59,33,2295,La Liga,val
Ricardo Mangas_2022,Ricardo Mangas,2022,Bordeaux,1500000.0,1500000.0,23.0,0,0,0,1526.8,27,2173,Ligue 1,train
Ricardo Pepi_2022,Ricardo Pepi,2022,Augsburg,2500000.0,9000000.0,18.0,3,1,1,1605.69,11,477,Bundesliga,train
Ricardo Pepi_2023,Ricardo Pepi,2023,Augsburg,9000000.0,9000000.0,19.0,0,0,0,1616.25,4,95,Bundesliga,train
Ricardo Pereira_2021,Ricardo Pereira,2021,Leicester City,32000000.0,30000000.0,27.0,0,0,0,1805.64,14,891,Premier League,train
Ricardo Pereira_2022,Ricardo Pereira,2022,Leicester City,25000000.0,20000000.0,28.0,23,6,1,1801.9,14,991,Premier League,train
Ricardo Pereira_2023,Ricardo Pereira,2023,Leicester City,18000000.0,10000000.0,28.0,185,27,1,1745.92,10,454,Premier League,train
Ricardo Pereira_2025,Ricardo Pereira,2025,Leicester City,7000000.0,4500000.0,31.0,145,22,2,1658.03,9,371,Premier League,test
Ricardo Rodriguez_2021,Ricardo Rodriguez,2021,Torino,3500000.0,2000000.0,28.0,34,3,2,1574.44,16,1238,Serie A,train
Ricardo Rodriguez_2022,Ricardo Rodriguez,2022,Torino,2000000.0,3400000.0,29.0,23,4,1,1586.18,34,2473,Serie A,train
Ricardo Rodriguez_2023,Ricardo Rodriguez,2023,Torino,3500000.0,3500000.0,30.0,6,1,1,1624.25,35,2670,Serie A,train
Ricardo Rodriguez_2024,Ricardo Rodriguez,2024,Torino,3500000.0,3500000.0,31.0,25,6,3,1692.63,35,2772,Serie A,val
Ricardo Rodriguez_2025,Ricardo Rodriguez,2025,Betis,2500000.0,2000000.0,32.0,0,0,0,1709.26,18,1274,La Liga,test
Ricardo Visus_2024,Ricardo Visus,2024,Betis,150000.0,150000.0,22.0,0,0,0,1737.45,3,166,La Liga,val
Riccardo Calafiori_2021,Riccardo Calafiori,2021,Roma,700000.0,2500000.0,18.0,0,0,0,1775.58,3,66,Serie A,train
Riccardo Calafiori_2022,Riccardo Calafiori,2022,Roma,4000000.0,3500000.0,19.0,73,18,4,1738.82,18,512,Serie A,train
Riccardo Calafiori_2024,Riccardo Calafiori,2024,Bologna,5000000.0,30000000.0,21.0,4,2,1,1701.39,30,2349,Serie A,val
Riccardo Calafiori_2025,Riccardo Calafiori,2025,Arsenal,45000000.0,35000000.0,22.0,175,27,6,1946.9,18,938,Premier League,test
Riccardo Ciervo_2022,Riccardo Ciervo,2022,Sampdoria,800000.0,1500000.0,19.0,0,0,0,1652.01,10,227,Serie A,train
Riccardo Fiamozzi_2022,Riccardo Fiamozzi,2022,Empoli,500000.0,500000.0,28.0,25,4,2,1543.62,10,620,Serie A,train
Riccardo Gagliolo_2021,Riccardo Gagliolo,2021,Parma,3000000.0,2000000.0,30.0,77,14,6,1564.74,28,1956,Serie A,train
Riccardo Gagliolo_2022,Riccardo Gagliolo,2022,Salernitana,1400000.0,800000.0,31.0,27,4,3,1476.0,17,1138,Serie A,train
Riccardo Improta_2021,Riccardo Improta,2021,Benevento,1100000.0,1500000.0,26.0,12,3,1,1548.81,34,2335,Serie A,train
Riccardo Marchizza_2021,Riccardo Marchizza,2021,Spezia,900000.0,1500000.0,22.0,57,9,6,1466.86,24,1561,Serie A,train
Riccardo Marchizza_2022,Riccardo Marchizza,2022,Empoli,2000000.0,2000000.0,23.0,125,16,1,1543.62,19,1346,Serie A,train
Riccardo Marchizza_2023,Riccardo Marchizza,2023,Sassuolo,1800000.0,1000000.0,24.0,0,0,0,1654.8,10,283,Serie A,train
Riccardo Marchizza_2024,Riccardo Marchizza,2024,Frosinone,1500000.0,2500000.0,25.0,134,21,2,1592.14,13,1148,Serie A,val
Riccardo Orsolini_2021,Riccardo Orsolini,2021,Bologna,22000000.0,15000000.0,23.0,24,5,1,1584.51,34,1755,Serie A,train
Riccardo Orsolini_2022,Riccardo Orsolini,2022,Bologna,10000000.0,10000000.0,24.0,10,2,1,1593.51,29,1785,Serie A,train
Riccardo Orsolini_2023,Riccardo Orsolini,2023,Bologna,7500000.0,12000000.0,25.0,12,2,2,1595.68,32,2124,Serie A,train
Riccardo Orsolini_2024,Riccardo Orsolini,2024,Bologna,12000000.0,16000000.0,26.0,69,6,2,1700.81,33,1792,Serie A,val
Riccardo Orsolini_2025,Riccardo Orsolini,2025,Bologna,16000000.0,25000000.0,27.0,35,8,2,1795.25,30,1878,Serie A,test
Riccardo Pagano_2024,Riccardo Pagano,2024,Roma,1500000.0,2500000.0,18.0,0,0,0,1789.66,4,51,Serie A,val
Riccardo Pinzi_2022,Riccardo Pinzi,2022,Udinese,100000.0,100000.0,18.0,0,0,0,1617.48,1,1,Serie A,train
Riccardo Saponara_2021,Riccardo Saponara,2021,Fiorentina,2500000.0,1700000.0,28.0,60,10,2,1645.74,22,882,Serie A,train
Riccardo Saponara_2022,Riccardo Saponara,2022,Fiorentina,3000000.0,2500000.0,30.0,38,6,4,1628.54,29,1284,Serie A,train
Riccardo Saponara_2023,Riccardo Saponara,2023,Fiorentina,2000000.0,2000000.0,30.0,14,3,2,1654.36,29,1208,Serie A,train
Riccardo Saponara_2024,Riccardo Saponara,2024,Hellas Verona,1500000.0,700000.0,31.0,23,4,3,1608.23,12,342,Serie A,val
Riccardo Sottil_2021,Riccardo Sottil,2021,Cagliari,3600000.0,7000000.0,21.0,106,20,1,1582.29,21,1184,Serie A,train
Riccardo Sottil_2022,Riccardo Sottil,2022,Fiorentina,9000000.0,9000000.0,22.0,38,6,2,1628.54,24,1239,Serie A,train
Riccardo Sottil_2023,Riccardo Sottil,2023,Fiorentina,9000000.0,8000000.0,23.0,217,30,5,1654.36,18,833,Serie A,train
Riccardo Sottil_2024,Riccardo Sottil,2024,Fiorentina,8000000.0,6000000.0,24.0,64,12,4,1749.24,22,1103,Serie A,val
Riccardo Sottil_2025,Riccardo Sottil,2025,Fiorentina,6000000.0,5000000.0,25.0,14,3,1,1776.37,48,1912,Serie A,test
Richarlison_2021,Richarlison,2021,Everton,60000000.0,55000000.0,23.0,17,2,2,1715.94,33,2771,Premier League,train
Richarlison_2022,Richarlison,2022,Everton,55000000.0,48000000.0,24.0,72,13,2,1771.19,28,2346,Premier League,train
Richarlison_2023,Richarlison,2023,Tottenham,50000000.0,48000000.0,25.0,61,11,2,1866.62,26,1002,Premier League,train
Richarlison_2024,Richarlison,2024,Tottenham,40000000.0,38000000.0,26.0,128,10,4,1815.89,25,1368,Premier League,val
Richarlison_2025,Richarlison,2025,Tottenham,35000000.0,20000000.0,27.0,188,37,4,1790.56,15,504,Premier League,test
Richie Sagrado_2025,Richie Sagrado,2025,Venezia,2000000.0,2000000.0,20.0,125,18,3,1565.56,3,140,Serie A,test
Rick Karsdorp_2021,Rick Karsdorp,2021,Roma,3000000.0,12000000.0,25.0,33,4,1,1747.38,34,2544,Serie A,train
Rick Karsdorp_2022,Rick Karsdorp,2022,Roma,15000000.0,13000000.0,26.0,8,1,1,1738.82,36,2883,Serie A,train
Rick Karsdorp_2023,Rick Karsdorp,2023,Roma,9000000.0,7000000.0,27.0,122,28,4,1754.91,13,711,Serie A,train
Rick Karsdorp_2024,Rick Karsdorp,2024,Roma,7000000.0,5000000.0,28.0,16,4,3,1789.66,18,1210,Serie A,val
Rico Lewis_2023,Rico Lewis,2023,Manchester City,1000000.0,20000000.0,17.0,0,0,0,2025.13,14,903,Premier League,train
Rico Lewis_2024,Rico Lewis,2024,Manchester City,38000000.0,38000000.0,19.0,0,0,0,2077.27,15,719,Premier League,val
Rico Lewis_2025,Rico Lewis,2025,Manchester City,40000000.0,40000000.0,19.0,0,0,0,2050.57,26,1723,Premier League,test
Ridgeciano Haps_2022,Ridgeciano Haps,2022,Venezia,3000000.0,1800000.0,28.0,55,11,3,1487.42,25,2056,Serie A,train
Ridgeciano Haps_2024,Ridgeciano Haps,2024,Genoa,1000000.0,900000.0,30.0,42,6,2,1618.63,16,773,Serie A,val
Ridgeciano Haps_2025,Ridgeciano Haps,2025,Venezia,1000000.0,900000.0,31.0,15,3,3,1565.56,25,1369,Serie A,test
Ridle Baku_2021,Ridle Baku,2021,Mainz 05,7000000.0,25000000.0,22.0,0,0,0,1658.16,60,4996,Bundesliga,train
Ridle Baku_2022,Ridle Baku,2022,Wolfsburg,25000000.0,20000000.0,23.0,0,0,0,1769.32,30,2086,Bundesliga,train
Ridle Baku_2023,Ridle Baku,2023,Wolfsburg,16000000.0,13000000.0,24.0,0,0,0,1681.74,31,2427,Bundesliga,train
Ridle Baku_2024,Ridle Baku,2024,Wolfsburg,10000000.0,7000000.0,25.0,0,0,0,1710.01,31,1964,Bundesliga,val
Ridle Baku_2025,Ridle Baku,2025,Wolfsburg,7000000.0,9000000.0,26.0,0,0,0,1652.27,64,4530,Bundesliga,test
Riqui Puig_2021,Riqui Puig,2021,Barcelona,25000000.0,18000000.0,20.0,0,0,0,1964.91,14,292,La Liga,train
Riqui Puig_2022,Riqui Puig,2022,Barcelona,15000000.0,7000000.0,22.0,0,0,0,1896.95,15,487,La Liga,train
Ritsu Doan_2023,Ritsu Doan,2023,Freiburg,12000000.0,18000000.0,24.0,9,2,2,1718.67,31,2265,Bundesliga,train
Ritsu Doan_2024,Ritsu Doan,2024,Freiburg,18000000.0,18000000.0,25.0,0,0,0,1732.67,28,2066,Bundesliga,val
Ritsu Doan_2025,Ritsu Doan,2025,Freiburg,22000000.0,25000000.0,26.0,0,0,0,1677.57,32,2683,Bundesliga,test
Riyad Mahrez_2021,Riyad Mahrez,2021,Manchester City,48000000.0,42000000.0,29.0,15,1,1,1967.78,27,1949,Premier League,train
Riyad Mahrez_2022,Riyad Mahrez,2022,Manchester City,40000000.0,35000000.0,30.0,0,0,0,2012.77,27,1422,Premier League,train
Riyad Mahrez_2023,Riyad Mahrez,2023,Manchester City,30000000.0,20000000.0,31.0,0,0,0,2025.13,30,1920,Premier League,train
Rob Holding_2021,Rob Holding,2021,Arsenal,9500000.0,18000000.0,25.0,15,4,1,1799.52,29,2468,Premier League,train
Rob Holding_2022,Rob Holding,2022,Arsenal,12000000.0,10000000.0,26.0,9,0,1,1849.23,15,845,Premier League,train
Rob Holding_2023,Rob Holding,2023,Arsenal,10000000.0,8000000.0,27.0,0,0,0,1867.69,14,566,Premier League,train
Robbie Brady_2021,Robbie Brady,2021,Burnley,4800000.0,3000000.0,28.0,58,10,7,1722.7,19,1052,Premier League,train
Rober Correa_2021,Rober Correa,2021,Eibar,600000.0,900000.0,28.0,0,0,0,1686.39,15,1136,La Liga,train
Robert Andrich_2021,Robert Andrich,2021,Union Berlin,4000000.0,7000000.0,25.0,4,1,1,1605.82,25,2173,Bundesliga,train
Robert Andrich_2022,Robert Andrich,2022,Leverkusen,11000000.0,13000000.0,27.0,16,3,2,1734.63,25,1727,Bundesliga,train
Robert Andrich_2023,Robert Andrich,2023,Leverkusen,11000000.0,11000000.0,28.0,92,8,2,1794.64,27,2226,Bundesliga,train
Robert Andrich_2024,Robert Andrich,2024,Leverkusen,11000000.0,17000000.0,29.0,0,0,0,1748.23,27,1600,Bundesliga,val
Robert Andrich_2025,Robert Andrich,2025,Leverkusen,15000000.0,9000000.0,30.0,7,2,1,1925.04,22,1594,Bundesliga,test
Robert Glatzel_2021,Robert Glatzel,2021,Mainz 05,2000000.0,2500000.0,26.0,0,0,0,1611.12,12,291,Bundesliga,train
